adjustment_id,fileName,originalQid,issue,detail,updatedFile,status,evidence
322,CQ14831.md,14831,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ14831_updated.md,PASS,leading YAML frontmatter present
323,CQ14831.md,14831,missing_pass1_sections,Only 0 numbered sections found,C:\FOC\Workspace\Finished\CQ14831_updated.md,PASS,numbered Pass-1 section count = 14
324,CQ14859.md,14859,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ14859_updated.md,PASS,json parsed as dict
325,CQ14859.md,14859,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ14859_updated.md,PASS,json parsed as dict
326,CQ14859.md,14859,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ14859_updated.md,PASS,json parsed as dict
327,CQ14863.md,14863,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ14863_updated.md,PASS,case-study numbered item count = 17
328,CQ14904.md,14904,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ14904_updated.md,PASS,numbered Pass-1 section count = 19
329,CQ14908.md,14908,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ14908_updated.md,PASS,leading YAML frontmatter present
330,CQ14908.md,14908,missing_pass1_sections,Only 1 numbered sections found,C:\FOC\Workspace\Finished\CQ14908_updated.md,PASS,numbered Pass-1 section count = 14
331,CQ14908.md,14908,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ14908_updated.md,PASS,Question YAML heading with fenced yaml block present
332,CQ14908.md,14908,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ14908_updated.md,PASS,case-study numbered item count = 17
333,CQ14908.md,14908,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ14908_updated.md,PASS,json parsed as dict
334,CQ14908.md,14908,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ14908_updated.md,PASS,json parsed as dict
335,CQ14908.md,14908,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ14908_updated.md,PASS,json parsed as dict
336,CQ14931.md,14931,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ14931_updated.md,PASS,Question YAML heading with fenced yaml block present
337,CQ14931.md,14931,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ14931_updated.md,PASS,case-study numbered item count = 17
338,CQ14931.md,14931,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ14931_updated.md,PASS,json parsed as dict
339,CQ14931.md,14931,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ14931_updated.md,PASS,json parsed as dict
340,CQ14931.md,14931,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ14931_updated.md,PASS,json parsed as dict
341,CQ14975.md,14975,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ14975_updated.md,PASS,numbered Pass-1 section count = 19
342,CQ14992.md,14992,missing_pass1_sections,Only 8 numbered sections found,C:\FOC\Workspace\Finished\CQ14992_updated.md,PASS,numbered Pass-1 section count = 14
343,CQ14992.md,14992,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ14992_updated.md,PASS,Question YAML heading with fenced yaml block present
344,CQ14992.md,14992,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ14992_updated.md,PASS,case-study numbered item count = 17
345,CQ14992.md,14992,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ14992_updated.md,PASS,json parsed as dict
346,CQ14992.md,14992,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ14992_updated.md,PASS,json parsed as dict
347,CQ14992.md,14992,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ14992_updated.md,PASS,json parsed as dict
348,CQ15014.md,15014,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15014_updated.md,PASS,leading YAML frontmatter present
349,CQ15014.md,15014,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15014_updated.md,PASS,Question YAML heading with fenced yaml block present
350,CQ15014.md,15014,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15014_updated.md,PASS,json parsed as dict
351,CQ15014.md,15014,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15014_updated.md,PASS,json parsed as dict
352,CQ15014.md,15014,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15014_updated.md,PASS,json parsed as dict
353,CQ15031.md,15031,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15031_updated.md,PASS,case-study numbered item count = 17
354,CQ15031.md,15031,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15031_updated.md,PASS,json parsed as dict
355,CQ15031.md,15031,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15031_updated.md,PASS,json parsed as dict
356,CQ15031.md,15031,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15031_updated.md,PASS,json parsed as dict
357,CQ15054.md,15054,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15054_updated.md,PASS,leading YAML frontmatter present
358,CQ15100.md,15100,missing_pass1_sections,Only 11 numbered sections found,C:\FOC\Workspace\Finished\CQ15100_updated.md,PASS,numbered Pass-1 section count = 19
359,CQ15222.md,15222,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15222_updated.md,PASS,leading YAML frontmatter present
360,CQ15222.md,15222,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ15222_updated.md,PASS,numbered Pass-1 section count = 16
361,CQ15222.md,15222,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15222_updated.md,PASS,Question YAML heading with fenced yaml block present
362,CQ15222.md,15222,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15222_updated.md,PASS,case-study numbered item count = 17
363,CQ15222.md,15222,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15222_updated.md,PASS,json parsed as dict
364,CQ15222.md,15222,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15222_updated.md,PASS,json parsed as dict
365,CQ15222.md,15222,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15222_updated.md,PASS,json parsed as dict
366,CQ15223.md,15223,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15223_updated.md,PASS,leading YAML frontmatter present
367,CQ15223.md,15223,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ15223_updated.md,PASS,numbered Pass-1 section count = 17
368,CQ15223.md,15223,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15223_updated.md,PASS,Question YAML heading with fenced yaml block present
369,CQ15223.md,15223,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15223_updated.md,PASS,case-study numbered item count = 17
370,CQ15223.md,15223,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15223_updated.md,PASS,json parsed as dict
371,CQ15223.md,15223,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15223_updated.md,PASS,json parsed as dict
372,CQ15223.md,15223,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15223_updated.md,PASS,json parsed as dict
373,CQ15224.md,15224,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15224_updated.md,PASS,leading YAML frontmatter present
374,CQ15224.md,15224,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15224_updated.md,PASS,Question YAML heading with fenced yaml block present
375,CQ15224.md,15224,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15224_updated.md,PASS,case-study numbered item count = 17
376,CQ15224.md,15224,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15224_updated.md,PASS,json parsed as dict
377,CQ15224.md,15224,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15224_updated.md,PASS,json parsed as dict
378,CQ15224.md,15224,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15224_updated.md,PASS,json parsed as dict
379,CQ15253.md,15253,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15253_updated.md,PASS,leading YAML frontmatter present
380,CQ15253.md,15253,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ15253_updated.md,PASS,numbered Pass-1 section count = 17
381,CQ15253.md,15253,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15253_updated.md,PASS,Question YAML heading with fenced yaml block present
382,CQ15253.md,15253,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15253_updated.md,PASS,case-study numbered item count = 17
383,CQ15253.md,15253,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15253_updated.md,PASS,json parsed as dict
384,CQ15253.md,15253,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15253_updated.md,PASS,json parsed as dict
385,CQ15253.md,15253,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15253_updated.md,PASS,json parsed as dict
386,CQ15254.md,15254,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15254_updated.md,PASS,leading YAML frontmatter present
387,CQ15254.md,15254,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15254_updated.md,PASS,Question YAML heading with fenced yaml block present
388,CQ15254.md,15254,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15254_updated.md,PASS,case-study numbered item count = 17
389,CQ15254.md,15254,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15254_updated.md,PASS,json parsed as dict
390,CQ15254.md,15254,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15254_updated.md,PASS,json parsed as dict
391,CQ15254.md,15254,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15254_updated.md,PASS,json parsed as dict
392,CQ15255.md,15255,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15255_updated.md,PASS,leading YAML frontmatter present
393,CQ15255.md,15255,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ15255_updated.md,PASS,numbered Pass-1 section count = 17
394,CQ15255.md,15255,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15255_updated.md,PASS,json parsed as dict
395,CQ15255.md,15255,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15255_updated.md,PASS,json parsed as dict
396,CQ15255.md,15255,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15255_updated.md,PASS,json parsed as dict
397,CQ15256.md,15256,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15256_updated.md,PASS,leading YAML frontmatter present
398,CQ15256.md,15256,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ15256_updated.md,PASS,numbered Pass-1 section count = 15
399,CQ15256.md,15256,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15256_updated.md,PASS,Question YAML heading with fenced yaml block present
400,CQ15256.md,15256,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15256_updated.md,PASS,case-study numbered item count = 17
401,CQ15256.md,15256,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15256_updated.md,PASS,json parsed as dict
402,CQ15256.md,15256,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15256_updated.md,PASS,json parsed as dict
403,CQ15256.md,15256,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15256_updated.md,PASS,json parsed as dict
404,CQ15257.md,15257,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15257_updated.md,PASS,leading YAML frontmatter present
405,CQ15257.md,15257,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15257_updated.md,PASS,Question YAML heading with fenced yaml block present
406,CQ15257.md,15257,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15257_updated.md,PASS,case-study numbered item count = 17
407,CQ15257.md,15257,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15257_updated.md,PASS,json parsed as dict
408,CQ15257.md,15257,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15257_updated.md,PASS,json parsed as dict
409,CQ15257.md,15257,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15257_updated.md,PASS,json parsed as dict
410,CQ15258.md,15258,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15258_updated.md,PASS,leading YAML frontmatter present
411,CQ15258.md,15258,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ15258_updated.md,PASS,numbered Pass-1 section count = 17
412,CQ15258.md,15258,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15258_updated.md,PASS,Question YAML heading with fenced yaml block present
413,CQ15258.md,15258,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15258_updated.md,PASS,case-study numbered item count = 17
414,CQ15258.md,15258,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15258_updated.md,PASS,json parsed as dict
415,CQ15258.md,15258,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15258_updated.md,PASS,json parsed as dict
416,CQ15258.md,15258,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15258_updated.md,PASS,json parsed as dict
417,CQ15259.md,15259,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15259_updated.md,PASS,leading YAML frontmatter present
418,CQ15259.md,15259,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15259_updated.md,PASS,Question YAML heading with fenced yaml block present
419,CQ15259.md,15259,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15259_updated.md,PASS,case-study numbered item count = 17
420,CQ15259.md,15259,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15259_updated.md,PASS,json parsed as dict
421,CQ15259.md,15259,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15259_updated.md,PASS,json parsed as dict
422,CQ15259.md,15259,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15259_updated.md,PASS,json parsed as dict
423,CQ15262.md,15262,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15262_updated.md,PASS,leading YAML frontmatter present
424,CQ15262.md,15262,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ15262_updated.md,PASS,numbered Pass-1 section count = 17
425,CQ15262.md,15262,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15262_updated.md,PASS,json parsed as dict
426,CQ15262.md,15262,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15262_updated.md,PASS,json parsed as dict
427,CQ15262.md,15262,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15262_updated.md,PASS,json parsed as dict
428,CQ15263.md,15263,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15263_updated.md,PASS,leading YAML frontmatter present
429,CQ15263.md,15263,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15263_updated.md,PASS,Question YAML heading with fenced yaml block present
430,CQ15263.md,15263,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15263_updated.md,PASS,case-study numbered item count = 17
431,CQ15263.md,15263,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15263_updated.md,PASS,json parsed as dict
432,CQ15263.md,15263,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15263_updated.md,PASS,json parsed as dict
433,CQ15263.md,15263,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15263_updated.md,PASS,json parsed as dict
434,CQ15264.md,15264,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ15264_updated.md,PASS,leading YAML frontmatter present
435,CQ15264.md,15264,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ15264_updated.md,PASS,numbered Pass-1 section count = 17
436,CQ15264.md,15264,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ15264_updated.md,PASS,Question YAML heading with fenced yaml block present
437,CQ15264.md,15264,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ15264_updated.md,PASS,case-study numbered item count = 17
438,CQ15264.md,15264,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ15264_updated.md,PASS,json parsed as dict
439,CQ15264.md,15264,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ15264_updated.md,PASS,json parsed as dict
440,CQ15264.md,15264,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ15264_updated.md,PASS,json parsed as dict
441,CQ16001.md,16001,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ16001_updated.md,PASS,leading YAML frontmatter present
442,CQ16001.md,16001,missing_pass1_sections,Only 12 numbered sections found,C:\FOC\Workspace\Finished\CQ16001_updated.md,PASS,numbered Pass-1 section count = 17
443,CQ16001.md,16001,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16001_updated.md,PASS,json parsed as dict
444,CQ16001.md,16001,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16001_updated.md,PASS,json parsed as dict
445,CQ16001.md,16001,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16001_updated.md,PASS,json parsed as dict
446,CQ16019.md,16019,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ16019_updated.md,PASS,case-study numbered item count = 17
447,CQ16019.md,16019,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16019_updated.md,PASS,json parsed as dict
448,CQ16019.md,16019,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16019_updated.md,PASS,json parsed as dict
449,CQ16019.md,16019,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16019_updated.md,PASS,json parsed as dict
450,CQ16040.md,16040,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ16040_updated.md,PASS,leading YAML frontmatter present
451,CQ16040.md,16040,missing_pass1_sections,Only 1 numbered sections found,C:\FOC\Workspace\Finished\CQ16040_updated.md,PASS,numbered Pass-1 section count = 14
452,CQ16040.md,16040,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16040_updated.md,PASS,Question YAML heading with fenced yaml block present
453,CQ16040.md,16040,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ16040_updated.md,PASS,case-study numbered item count = 17
454,CQ16040.md,16040,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16040_updated.md,PASS,json parsed as dict
455,CQ16040.md,16040,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16040_updated.md,PASS,json parsed as dict
456,CQ16040.md,16040,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16040_updated.md,PASS,json parsed as dict
457,CQ16042.md,16042,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16042_updated.md,PASS,Question YAML heading with fenced yaml block present
458,CQ16052.md,16052,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ16052_updated.md,PASS,leading YAML frontmatter present
459,CQ16052.md,16052,missing_pass1_sections,Only 1 numbered sections found,C:\FOC\Workspace\Finished\CQ16052_updated.md,PASS,numbered Pass-1 section count = 14
460,CQ16052.md,16052,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16052_updated.md,PASS,Question YAML heading with fenced yaml block present
461,CQ16052.md,16052,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ16052_updated.md,PASS,case-study numbered item count = 17
462,CQ16052.md,16052,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16052_updated.md,PASS,json parsed as dict
463,CQ16052.md,16052,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16052_updated.md,PASS,json parsed as dict
464,CQ16052.md,16052,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16052_updated.md,PASS,json parsed as dict
465,CQ16060.md,16060,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ16060_updated.md,PASS,leading YAML frontmatter present
466,CQ16060.md,16060,missing_pass1_sections,Only 3 numbered sections found,C:\FOC\Workspace\Finished\CQ16060_updated.md,PASS,numbered Pass-1 section count = 14
467,CQ16060.md,16060,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16060_updated.md,PASS,Question YAML heading with fenced yaml block present
468,CQ16060.md,16060,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ16060_updated.md,PASS,case-study numbered item count = 17
469,CQ16060.md,16060,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16060_updated.md,PASS,json parsed as dict
470,CQ16060.md,16060,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16060_updated.md,PASS,json parsed as dict
471,CQ16060.md,16060,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16060_updated.md,PASS,json parsed as dict
472,CQ16070.md,16070,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ16070_updated.md,PASS,leading YAML frontmatter present
473,CQ16070.md,16070,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16070_updated.md,PASS,Question YAML heading with fenced yaml block present
474,CQ16070.md,16070,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16070_updated.md,PASS,json parsed as dict
475,CQ16070.md,16070,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16070_updated.md,PASS,json parsed as dict
476,CQ16070.md,16070,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16070_updated.md,PASS,json parsed as dict
477,CQ16135.md,16135,missing_pass1_sections,Only 11 numbered sections found,C:\FOC\Workspace\Finished\CQ16135_updated.md,PASS,numbered Pass-1 section count = 14
478,CQ16135.md,16135,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16135_updated.md,PASS,Question YAML heading with fenced yaml block present
479,CQ16135.md,16135,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ16135_updated.md,PASS,case-study numbered item count = 17
480,CQ16135.md,16135,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16135_updated.md,PASS,json parsed as dict
481,CQ16135.md,16135,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16135_updated.md,PASS,json parsed as dict
482,CQ16135.md,16135,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16135_updated.md,PASS,json parsed as dict
483,CQ16152.md,16152,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16152_updated.md,PASS,Question YAML heading with fenced yaml block present
484,CQ16152.md,16152,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ16152_updated.md,PASS,case-study numbered item count = 17
485,CQ16152.md,16152,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16152_updated.md,PASS,json parsed as dict
486,CQ16152.md,16152,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16152_updated.md,PASS,json parsed as dict
487,CQ16152.md,16152,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16152_updated.md,PASS,json parsed as dict
488,CQ16158.md,16158,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ16158_updated.md,PASS,leading YAML frontmatter present
489,CQ16158.md,16158,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16158_updated.md,PASS,Question YAML heading with fenced yaml block present
490,CQ16158.md,16158,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16158_updated.md,PASS,json parsed as dict
491,CQ16158.md,16158,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16158_updated.md,PASS,json parsed as dict
492,CQ16158.md,16158,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16158_updated.md,PASS,json parsed as dict
493,CQ16160_christian_variant.md,16160,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ16160_christian_variant_updated.md,PASS,leading YAML frontmatter present
494,CQ16160_christian_variant.md,16160,missing_pass1_sections,Only 10 numbered sections found,C:\FOC\Workspace\Finished\CQ16160_christian_variant_updated.md,PASS,numbered Pass-1 section count = 14
495,CQ16160_christian_variant.md,16160,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16160_christian_variant_updated.md,PASS,Question YAML heading with fenced yaml block present
496,CQ16160_christian_variant.md,16160,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ16160_christian_variant_updated.md,PASS,case-study numbered item count = 17
497,CQ16160_christian_variant.md,16160,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16160_christian_variant_updated.md,PASS,json parsed as dict
498,CQ16160_christian_variant.md,16160,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16160_christian_variant_updated.md,PASS,json parsed as dict
499,CQ16160_christian_variant.md,16160,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16160_christian_variant_updated.md,PASS,json parsed as dict
500,CQ16163.md,16163,missing_frontmatter,No leading YAML frontmatter block found,C:\FOC\Workspace\Finished\CQ16163_updated.md,PASS,leading YAML frontmatter present
501,CQ16163.md,16163,missing_pass1_sections,Only 3 numbered sections found,C:\FOC\Workspace\Finished\CQ16163_updated.md,PASS,numbered Pass-1 section count = 14
502,CQ16163.md,16163,missing_question_yaml,No Question YAML heading found,C:\FOC\Workspace\Finished\CQ16163_updated.md,PASS,Question YAML heading with fenced yaml block present
503,CQ16163.md,16163,missing_case_study,No 17-section case-study heading found,C:\FOC\Workspace\Finished\CQ16163_updated.md,PASS,case-study numbered item count = 17
504,CQ16163.md,16163,missing_c3_annotation,No c3_annotation block found,C:\FOC\Workspace\Finished\CQ16163_updated.md,PASS,json parsed as dict
505,CQ16163.md,16163,missing_program_elements,No program_elements block found,C:\FOC\Workspace\Finished\CQ16163_updated.md,PASS,json parsed as dict
506,CQ16163.md,16163,missing_program_intelligence,No program_intelligence block found,C:\FOC\Workspace\Finished\CQ16163_updated.md,PASS,json parsed as dict
