fileName,originalQid,liveQuestionId,liveExternalId,generatedExternalId,questionChanged,choicesChanged,oldStemSample,newStemSample
"CQ19982.md","19982","316801c5-6a31-11f1-a7ad-f9e8a06a2fad","19982_manna_warehouse","19982_manna_warehouse","true","0","After Lydia, a state emergency-services director, signed up for a federal Good Samaritan pantry-vans grant program, the federal relief agency announced a new requirement: every par","After Lydia, a state emergency-services director, signed up for a federal Good Samaritan pantry-vans grant program, the federal relief agency announced a new requirement: every par"
"CQ20004.md","20004","319bdddb-6a31-11f1-a7ad-f9e8a06a2fad","20004_dove_tokens_manna_game","20004_dove_tokens_manna_game","true","0","Stephen sued Ruth for the profit he expected from 72,000 wooden dove tokens. The written twelve-month deal had said that Ruth's private Christian board-game company would buy from ","Stephen sued Ruth for the profit he expected from 72,000 wooden dove tokens. The written twelve-month deal had said that Ruth's private Christian board-game company would buy from "
"CQ20024.md","20024","328b9d5e-6a31-11f1-a7ad-f9e8a06a2fad","20024_loaves_fishes_crate_count","20024_loaves_fishes_crate_count","true","0","At a for-profit Bible-camp supply expo, Martha sold off the remaining stock from her “Loaves & Fishes” craft-kit shop. Weeks earlier, Lydia, a professional inventory consultant, ha","At a for-profit Bible-camp supply expo, Martha sold off the remaining stock from her “Loaves & Fishes” craft-kit shop. Weeks earlier, Lydia, a professional inventory consultant, ha"
"CQ20100.md","20100","319c2b55-6a31-11f1-a7ad-f9e8a06a2fad","20100_fish_and_loaves_keychains","20100_fish_and_loaves_keychains","true","0","Barnabas operates a private online shop that sells glow-in-the-dark 'fish and loaves' keychains to Christian retreat organizers. He sues Lydia, alleging that she orally agreed to b","Barnabas operates a private online shop that sells glow-in-the-dark “fish and loaves” keychains to Christian retreat organizers. He sues Lydia, alleging that she orally agreed to b"
"CQ20123.md","20123","328be4af-6a31-11f1-a7ad-f9e8a06a2fad","20123_prayer_card_threat_writers","20123_prayer_card_threat_writers","true","0","A Christian streaming channel released a public-concern episode about anonymous threat letters sent to several disaster-relief centers. In the episode’s opening graphic, the channe","A Christian streaming channel released a public-concern episode about anonymous threat letters sent to several disaster-relief centers. In the episode’s opening graphic, the channe"
"CQ20127.md","20127","32039fff-6a31-11f1-a7ad-f9e8a06a2fad","20127_jericho_trumpet","20127_jericho_trumpet","true","0","At Paul's theft trial, the prosecutor plans to introduce a gilded ram's-horn trumpet prop recovered from a private rehearsal studio. The recovery traced back to police questioning:","At Paul's theft trial, the prosecutor plans to introduce a gilded ram's-horn trumpet prop recovered from a private rehearsal studio. The recovery traced back to police questioning:"
"CQ20153.md","20153","3168ab5d-6a31-11f1-a7ad-f9e8a06a2fad","20153_lampstand_labs","20153_lampstand_labs","true","0","Congress enacts the Lampstand Labs Act, which authorizes federal tax funds to buy robotics kits, digital microscopes, and portable planetarium projectors for qualifying private sch","Question ID: `20153_lampstand_labs`
Source row: BARMATRIX Q# 20153, Constitutional Law, official key D. 

Congress enacts the Lampstand Labs Act, which authorizes federal tax funds"
"CQ20186.md","20186","3168f62c-6a31-11f1-a7ad-f9e8a06a2fad","20186_road_to_emmaus_royalty_ledgers","20186_road_to_emmaus_royalty_ledgers","true","0","Before taking office, President Daniel licensed a scripture-themed family board game, Road to Emmaus, and a devotional planner to Lydia's Lamp Games LLC. A House committee, saying ","Before taking office, President Daniel licensed a scripture-themed family board game, Road to Emmaus, and a devotional planner to Lydia's Lamp Games LLC. A House committee, saying "
"CQ20213.md","20213","326fc669-6a31-11f1-a7ad-f9e8a06a2fad","20213_mercy_pool_reliction","20213_mercy_pool_reliction","true","0","Ruth owns a private olive-grove retreat along the east edge of Mercy Pool, a spring-fed oasis lake where her family holds Sunday hymn picnics. Barnabas owns land on the far west ed","Final variation title: *Ruth’s Mercy Pool Crescent*

Ruth owns a private olive-grove retreat along the east edge of Mercy Pool, a spring-fed oasis lake where her family holds Sunda"
"CQ20231.md","20231","3169b530-6a31-11f1-a7ad-f9e8a06a2fad","20231_crown_above_caesars","20231_crown_above_caesars","true","0","During a private Bible-study art class in a rented storefront, Esther teaches a creed she calls ""Crown Above Caesars"": that Christ's authority is higher than any earthly government","During a private Bible-study art class in a rented storefront, Esther teaches a creed she calls ""Crown Above Caesars"": that Christ's authority is higher than any earthly government"
"CQ20247.md","20247","314c5e9f-6a31-11f1-a7ad-f9e8a06a2fad","20247_bible_memory_kit","20247_bible_memory_kit","true","0","Ruth filed a federal civil action after a private Bible-memory tournament kit launch fell apart. Her complaint asserted four unrelated claims against Timothy, Lydia, and Stephen. T","Ruth filed a federal civil action after a private Bible-memory tournament kit launch fell apart. Her complaint asserted four unrelated claims against Timothy, Lydia, and Stephen. T"
"CQ20258.md","20258","3205c532-6a31-11f1-a7ad-f9e8a06a2fad","20258_psalter_pressure","20258_psalter_pressure","true","0","The source row is BARMATRIX Q# 20258, a Criminal Procedure / Fifth Amendment item testing whether coercive police threats and interrogation conditions render a confession involunta","The source row is BARMATRIX Q# 20258, a Criminal Procedure / Fifth Amendment item testing whether coercive police threats and interrogation conditions render a confession involunta"
"CQ20271.md","20271","319c7826-6a31-11f1-a7ad-f9e8a06a2fad","20271_lantern_handbell_evening","20271_lantern_handbell_evening","true","0","Daniel agreed to create and lead a private Scripture-themed lantern-and-handbell evening for Lydia’s family Easter celebration for $48,000. Daniel reasonably expected to spend $31,","Daniel agreed to create and lead a private Scripture-themed lantern-and-handbell evening for Lydia’s family Easter celebration for $48,000. Daniel reasonably expected to spend $31,"
"CQ20291.md","20291","314cb040-6a31-11f1-a7ad-f9e8a06a2fad","20291_nativity_prop_rental_freeze","20291_nativity_prop_rental_freeze","true","0","In a federal contract dispute between two private owners of a Nativity-prop rental business, the district court enters an order captioned “trial-preparation protocol.” The order di","In a federal contract dispute between two private owners of a Nativity-prop rental business, the district court enters an order captioned “trial-preparation protocol.” The order di"
"CQ20307.md","20307","323e22d7-6a31-11f1-a7ad-f9e8a06a2fad","20307_bethany_banners_transcript","20307_bethany_banners_transcript","true","0","At a private “Songs of the Psalms” merchandise expo, **Ruth** was walking through an aisle when she was struck by a motorized pallet cart driven by **Peter**, an employee of **Beth","At a private “Songs of the Psalms” merchandise expo, Ruth was walking through an aisle when she was struck by a motorized pallet cart driven by Peter, an employee of Bethany Banner"
"CQ20310.md","20310","328d04f5-6a31-11f1-a7ad-f9e8a06a2fad","20310_psalms_wax_lamp","20310_psalms_wax_lamp","true","0","Lydia runs a paid private Psalms calligraphy workshop in her garage studio. During the class, Ruth reached across the worktable for a sheet of parchment and brushed her forearm aga","Lydia runs a paid private Psalms calligraphy workshop in her garage studio. During the class, Ruth reached across the worktable for a sheet of parchment and brushed her forearm aga"
"CQ20312.md","20312","327006e6-6a31-11f1-a7ad-f9e8a06a2fad","20312_loaves_fishes_retreat","20312_loaves_fishes_retreat","true","0","Martha holds a life estate in a private lakeside parcel called the Loaves-and-Fishes Retreat, where families rent small cabins during nearby Bible-study weekends. Stephen holds the","Martha holds a life estate in a private lakeside parcel called the Loaves-and-Fishes Retreat, where families rent small cabins during nearby Bible-study weekends. Stephen holds the"
"CQ20313.md","20313","323e56b1-6a31-11f1-a7ad-f9e8a06a2fad","20313_bethlehem_olivewood_crosses","20313_bethlehem_olivewood_crosses","true","0","Lydia runs a small Bible-study gift cart at weekend retreats. Before selling a shipment of wooden crosses, she privately told her lawyer, Paul, “I am thinking about advertising the","Lydia runs a small Bible-study gift cart at weekend retreats. Before selling a shipment of wooden crosses, she privately told her lawyer, Paul, “I am thinking about advertising the"
"CQ20328.md","20328","328d4c40-6a31-11f1-a7ad-f9e8a06a2fad","20328_bethlehem_star_drop","20328_bethlehem_star_drop","true","4","Lydia owns a for-profit Bible-story dinner theater that sells tickets to a Nativity show. During a performance, an overhead Bethlehem star prop that was supposed to glide slowly ab","Lydia owns a for-profit Bible-story dinner theater that sells tickets to a Nativity show. During a performance, an overhead Bethlehem star prop that was supposed to glide slowly ab"
"CQ20351.md","20351","319d180f-6a31-11f1-a7ad-f9e8a06a2fad","20351_red_sea_mini_golf","20351_red_sea_mini_golf","true","0","Barnabas owns a privately run Bible-story mini-golf course called The Exodus Course. He sells it to Ruth. The sale contract says that Ruth buys the course ""as is, including all hid","Barnabas owns a privately run Bible-story mini-golf course called The Exodus Course. He sells it to Ruth. The sale contract says that Ruth buys the course ""as is, including all hid"
"CQ20353.md","20353","314d1cf1-6a31-11f1-a7ad-f9e8a06a2fad","20353_baptism_tank_burst","20353_baptism_tank_burst","true","0","In a federal diversity action, Lydia, a citizen of State A, sues Barnabas, a citizen of State B, for $120,000 after Barnabas's privately owned portable baptism-tank display burst a","Source row used: BARMATRIX Q# 20353, Civil Procedure, supplemental jurisdiction, defendant counterclaim, official key C. 

Final variation — “The Baptism-Tank Burst at the Handbell"
"CQ20370.md","20370","319d6607-6a31-11f1-a7ad-f9e8a06a2fad","20370_dove_mug_notice","20370_dove_mug_notice","true","0","Paul, a devotional-merchandise wholesaler, sued Lydia on August 9 for the price of 360 ceramic “Faith, Hope, Love” mugs. The sale began on March 7, when Lydia, who operates a Chris","Paul, a devotional-merchandise wholesaler, sued Lydia on August 9 for the price of 360 ceramic “Faith, Hope, Love” mugs. The sale began on March 7, when Lydia, who operates a Chris"
"CQ20387.md","20387","3206d0ad-6a31-11f1-a7ad-f9e8a06a2fad","20387_psalms_chess_indictment","20387_psalms_chess_indictment","true","0","Detectives investigating the theft of Stephen’s personal olivewood chess set from a Christian bookstore already had the shop’s security video and written statements from two shoppe","Detectives investigating the theft of Stephen’s personal olivewood chess set from a Christian bookstore already had the shop’s security video and written statements from two shoppe"
"CQ20404.md","20404","323ebd1c-6a31-11f1-a7ad-f9e8a06a2fad","20404_acts_axes_cash_loads","20404_acts_axes_cash_loads","true","0","Mary operates a private “Acts & Axes” booth that sells scripture-engraved toy arks at summer fairs. She sues Stephen, her weekend cash-box clerk, for taking booth receipts. Before ","Mary operates a private “Acts & Axes” booth that sells scripture-engraved toy arks at summer fairs. She sues Stephen, her weekend cash-box clerk, for taking booth receipts. Before "
"CQ20423.md","20423","323eeddc-6a31-11f1-a7ad-f9e8a06a2fad","20423_galilee_props_bias","20423_galilee_props_bias","true","0","At a federal civil trial over a broken Christmas-pageant stage wagon, Peter sues Galilee Props, Inc., a private prop-rental company. Ruth testifies for Galilee. On cross-examinatio","At a federal civil trial over a broken Christmas-pageant stage wagon, Peter sues Galilee Props, Inc., a private prop-rental company. Ruth testifies for Galilee. On cross-examinatio"
"CQ20439.md","20439","328d9604-6a31-11f1-a7ad-f9e8a06a2fad","20439_floating_star_driveway","20439_floating_star_driveway","true","0","Timothy was walking on the public sidewalk past Lydia’s house on Saturday morning. Lydia, a professional director of children’s Christmas pageants, was rehearsing a 'floating star'","Source row: BARMATRIX Q# 20439 is a Torts item with official key B. The supplied original answer set tests the walker’s best tort argument against a professional dog trainer: stric"
"CQ20461.md","20461","319e0585-6a31-11f1-a7ad-f9e8a06a2fad","20461_lydia_beeswax_requirements","20461_lydia_beeswax_requirements","true","0","Barnabas Wax Co. promptly accepted a signed email from Lydia, who runs a Bible-verse candle studio. The email said: “I offer to buy all the beeswax my studio requires for the next ","Barnabas Wax Co. promptly accepted a signed email from Lydia, who runs a Bible-verse candle studio. The email said: “I offer to buy all the beeswax my studio requires for the next "
"CQ20476.md","20476","3207dd3a-6a31-11f1-a7ad-f9e8a06a2fad","20476_road_to_bethlehem_sash","20476_road_to_bethlehem_sash","true","0","After a city Christmas pageant called Road to Bethlehem, Officer Hannah lawfully stopped Peter on a public plaza near vendor tents where officers had recently seen illegal pill sal","After a city Christmas pageant called Road to Bethlehem, Officer Hannah lawfully stopped Peter on a public plaza near vendor tents where officers had recently seen illegal pill sal"
"CQ20493.md","20493","32708c36-6a31-11f1-a7ad-f9e8a06a2fad","20493_fish_mark_picnic_lot","20493_fish_mark_picnic_lot","true","0","Esther owned a small vacant lot that she used for neighborhood Bible-memory picnics. After one picnic, she pulled a clean paper lunch wrapper from the basket and wrote, “I convey m","Esther owned a small vacant lot that she used for neighborhood Bible-memory picnics. After one picnic, she pulled a clean paper lunch wrapper from the basket and wrote, “I convey m"
"CQ20496.md","20496","328de1ba-6a31-11f1-a7ad-f9e8a06a2fad","20496_loaves_prop_cart","20496_loaves_prop_cart","true","2","At Esther’s backyard “Loaves and Fishes” game night, Lydia was standing beside a table of Bible-verse prize cards when Daniel negligently lost control of a wheeled prop cart stacke","At Esther’s backyard “Loaves and Fishes” game night, Lydia was standing beside a table of Bible-verse prize cards when Daniel negligently lost control of a wheeled prop cart stacke"
"CQ20516.md","20516","3208a914-6a31-11f1-a7ad-f9e8a06a2fad","20516_manna_games_duress","20516_manna_games_duress","true","0","Timothy works the evening shift in the shipping room at Manna Games, a private company that sells Bible-themed board games and collector study-Bible sets. On Monday night, Barnabas","Timothy works the evening shift in the shipping room at Manna Games, a private company that sells Bible-themed board games and collector study-Bible sets. On Monday night, Barnabas"
"CQ20523.md","20523","319ea344-6a31-11f1-a7ad-f9e8a06a2fad","20523_easter_stage_guaranty","20523_easter_stage_guaranty","true","0","After Peter failed to pay a private event-supply company for the portable stage and speakers used at a ticketed Easter concert at his bookstore café, the company sued Ruth. Before ","After Peter failed to pay a private event-supply company for the portable stage and speakers used at a ticketed Easter concert at his bookstore café, the company sued Ruth. Before "
"CQ20542.md","20542","3208f144-6a31-11f1-a7ad-f9e8a06a2fad","20542_praise_festival_cashbox","20542_praise_festival_cashbox","true","0","Peter is indicted for armed robbery of Lydia's traveling Scripture-calligraphy booth at a private praise-music festival, and counsel is appointed. Later, while counsel is absent, d","Final variant — QID `20542_praise_festival_cashbox`

Peter is indicted for armed robbery of Lydia’s traveling Scripture-calligraphy booth at a private praise-music festival, and co"
"CQ20546.md","20546","328e2c55-6a31-11f1-a7ad-f9e8a06a2fad","20546_jericho_wall_studio","20546_jericho_wall_studio","true","0","Lydia owned **Selah Studio**, a private Bible-verse calligraphy studio open to the public for paid lettering workshops and sales of framed Scripture cards. After closing, Lydia hir","Lydia owned Selah Studio, a private Bible-verse calligraphy studio open to the public for paid lettering workshops and sales of framed Scripture cards. After closing, Lydia hired B"
"CQ20556.md","20556","319f43a5-6a31-11f1-a7ad-f9e8a06a2fad","20556_mustard_seed_puppet_caravan","20556_mustard_seed_puppet_caravan","true","1","Martha owns and operates Mustard Seed Puppet Caravan, a private for-profit company that tours Bible-story puppet shows for families. The caravan hires only one full-time performer-","Martha owns and operates Mustard Seed Puppet Caravan, a private for-profit company that tours Bible-story puppet shows for families. The caravan hires only one full-time performer-"
"CQ20565.md","20565","323f80fc-6a31-11f1-a7ad-f9e8a06a2fad","20565_purple_gear_hymnbook_tote","20565_purple_gear_hymnbook_tote","true","0","In a federal products-liability action over a battery-powered fog machine used in a private Christmas pageant, Lydia offers a cracked purple plastic gear that Stephen found three w","In a federal products-liability action over a battery-powered fog machine used in a private Christmas pageant, Lydia offers a cracked purple plastic gear that Stephen found three w"
"CQ20567.md","20567","314dc5f2-6a31-11f1-a7ad-f9e8a06a2fad","20567_psalm_panels_venue","20567_psalm_panels_venue","true","0","Mary, a citizen of State Jordan, runs a private business that rents hand-painted “Psalms & Parables” stage panels for paid community programs. She sued Barnabas, a citizen of State","Mary, a citizen of State Jordan, runs a private business that rents hand-painted “Psalms & Parables” stage panels for paid community programs. She sued Barnabas, a citizen of State"
"CQ20569.md","20569","319f923c-6a31-11f1-a7ad-f9e8a06a2fad","20569_ark_float","20569_ark_float","true","0","Lydia rented her hand-painted Noah’s Ark parade float to Ruth for a private neighborhood Bible-verse parade. The rental agreement stated, “The float rental remains effective unless","Source row: BARMATRIX Q#20569, Contracts, Conditions — Express conditions, official key D. The original tested a contract clause stating that an existing license would remain effec"
"CQ20586.md","20586","316a97d0-6a31-11f1-a7ad-f9e8a06a2fad","20586_psalms_hormone_use","20586_psalms_hormone_use","true","0","At a private 'Psalms-and-Paintbrushes' youth retreat, Hannah brings her 16-year-old son Timothy to Dr. Luke after Timothy's endocrinologist recommends a particular hormone medicati","At a private 'Psalms-and-Paintbrushes' youth retreat, Hannah brings her 16-year-old son Timothy to Dr. Luke after Timothy's endocrinologist recommends a particular hormone medicati"
"CQ20594.md","20594","328e7419-6a31-11f1-a7ad-f9e8a06a2fad","20594_daniels_whale_float","20594_daniels_whale_float","true","0","For a private Bible-story block party in his driveway, Daniel built a wheeled “Jonah’s whale” float. The night before the party, Daniel climbed inside the float to test the hatch o","For a private Bible-story block party in his driveway, Daniel built a wheeled “Jonah’s whale” float. The night before the party, Daniel climbed inside the float to test the hatch o"
"CQ20597.md","20597","3209b84f-6a31-11f1-a7ad-f9e8a06a2fad","20597_olivewood_nativity_craft_swap","20597_olivewood_nativity_craft_swap","true","0","At a community Advent craft swap, **Stephen** sees a hand-carved olivewood nativity figurine on a table beside small giveaway cards printed with Bible verses. A sign on the table s","At a community Advent craft swap, Stephen sees a hand-carved olivewood nativity figurine on a table beside small giveaway cards printed with Bible verses. A sign on the table says,"
"CQ20598.md","20598","328ebe01-6a31-11f1-a7ad-f9e8a06a2fad","20598_write_it_on_your_heart","20598_write_it_on_your_heart","true","0","**Source row:** BARMATRIX Q# 20598, Torts, Privacy, appropriation of identity. The source row tests whether unauthorized commercial use of a clearly recognizable identity can suppo","Source row: BARMATRIX Q# 20598, Torts, Privacy, appropriation of identity. The source row tests whether unauthorized commercial use of a clearly recognizable identity can support a"
"CQ20599.md","20599","319fe3ca-6a31-11f1-a7ad-f9e8a06a2fad","20599_advent_handbell_integration","20599_advent_handbell_integration","true","0","Stephen agreed to write and rehearse a Scripture-themed puppet play for Martha’s family Advent party. Before anyone signed, Stephen allegedly said he would also prepare a handbell ","Stephen agreed to write and rehearse a Scripture-themed puppet play for Martha’s family Advent party. Before anyone signed, Stephen allegedly said he would also prepare a handbell "
"CQ20602.md","20602","323fb1ed-6a31-11f1-a7ad-f9e8a06a2fad","20602_davids_harp_projector","20602_davids_harp_projector","true","0","Naomi bought a portable “David’s Harp” hymn-projector kit for a neighborhood praise-night in her garage. As she unfolded the aluminum tripod, the hinge bracket snapped shut and cru","Naomi bought a portable “David’s Harp” hymn-projector kit for a neighborhood praise-night in her garage. As she unfolded the aluminum tripod, the hinge bracket snapped shut and cru"
"CQ20603.md","20603","328f0730-6a31-11f1-a7ad-f9e8a06a2fad","20603_road_to_emmaus_escape_room","20603_road_to_emmaus_escape_room","true","0","During a private, for-profit Bible-themed escape-room contest called 'The Road to Emmaus,' Daniel, although acting with reasonable care, crawled into a narrow prop tunnel as part o","During a private, for-profit Bible-themed escape-room contest called 'The Road to Emmaus,' Daniel, although acting with reasonable care, crawled into a narrow prop tunnel as part o"
"CQ20605.md","20605","328f5271-6a31-11f1-a7ad-f9e8a06a2fad","20605_scripture_quiz_whisper","20605_scripture_quiz_whisper","true","1","Daniel first learned of Martha’s accusation when Martha later apologized to him. At a privately run Bible-character board-game tournament, Martha had pulled Lydia behind the prize ","Daniel first learned of Martha’s accusation when Martha later apologized to him. At a privately run Bible-character board-game tournament, Martha had pulled Lydia behind the prize "
"CQ20606.md","20606","314e1965-6a31-11f1-a7ad-f9e8a06a2fad","20606_lydia_festival_venue","20606_lydia_festival_venue","true","0","Source row: BarMatrix Q# 20606 is a federal diversity venue question with the official credited answer listing the accident district plus both defendants’ residence districts.

**F","Source row: BarMatrix Q# 20606 is a federal diversity venue question with the official credited answer listing the accident district plus both defendants’ residence districts. 

Fi"
"CQ20627.md","20627","314e6ba9-6a31-11f1-a7ad-f9e8a06a2fad","20627_ruth_hymn_poster_contract","20627_ruth_hymn_poster_contract","true","0","Daniel was packing his private Scripture-verse printing booth for a Colorado craft fair when Ruth sued him in federal district court. The lawsuit, filed on April 4, was a state-law","Source row: BARMATRIX Q# 20627, Civil Procedure, Subject Matter Jurisdiction, Diversity — Time of Filing. The supplied row states that both parties were Maine citizens when the com"
"CQ20638.md","20638","316b20eb-6a31-11f1-a7ad-f9e8a06a2fad","20638_advent_rescue_beacons","20638_advent_rescue_beacons","true","0","Source row: QID 20638, Constitutional Law, official key B.

Under authority granted by Congress, the United States Department of Defense hired Barnabas Metalworks, a private Advent","Source row: QID 20638, Constitutional Law, official key B. 

Under authority granted by Congress, the United States Department of Defense hired Barnabas Metalworks, a private Adven"
"CQ20649.md","20649","328f9d30-6a31-11f1-a7ad-f9e8a06a2fad","20649_christmas_pageant_platform","20649_christmas_pageant_platform","true","1","Naomi worked for Lydia's private pageant-production company, which was staging a Christian Christmas pageant. The company hired Barnabas, an independent contractor, to adjust the i","Original row used: BARMATRIX Q# 20649, Torts, official key A. The source row asks which added fact would most likely produce judgment for an independent contractor in an all-or-not"
"CQ20654.md","20654","320a4624-6a31-11f1-a7ad-f9e8a06a2fad","20654_nativity_ornaments_volition","20654_nativity_ornaments_volition","true","0","Lydia has a severe compulsion disorder that psychiatrists recognize as a legitimate mental disease. She has been examined and found to understand fully that damaging another person","Stem / Fact Pattern

Lydia has a severe compulsion disorder that psychiatrists recognize as a legitimate mental disease. She has been examined and found to understand fully that da"
"CQ20690.md","20690","314ebf1c-6a31-11f1-a7ad-f9e8a06a2fad","20690_bethlehem_star_drone","20690_bethlehem_star_drone","true","0","Mary runs a private Christmas-market design studio in State A. She sued Daniel, a State B drone-show contractor, in federal court after Daniel's 'Bethlehem Star' drone display fail","Mary runs a private Christmas-market design studio in State A. She sued Daniel, a State B drone-show contractor, in federal court after Daniel's 'Bethlehem Star' drone display fail"
"CQ20714.md","20714","316b5a33-6a31-11f1-a7ad-f9e8a06a2fad","20714_prayer_robotics_kits","20714_prayer_robotics_kits","true","0","After reports that teenagers at weekend robotics competitions are injuring themselves while soldering circuit boards, Congress enacts a provision distributing free soldering-safety","After reports that teenagers at weekend robotics competitions are injuring themselves while soldering circuit boards, Congress enacts a provision distributing free soldering-safety"
"CQ20717.md","20717","328fd5ec-6a31-11f1-a7ad-f9e8a06a2fad","20717_ruths_hymn_recording_procedure","20717_ruths_hymn_recording_procedure","true","2","Ruth, an adult soprano preparing a private Christmas hymns recording, had been treated by an allergist for severe medication sensitivities for four years before undergoing an elect","Source row: BARMATRIX Q# 20717, Torts / Negligence, official key C, with the supplied explanation focusing on missing causation evidence.  

Final Christian variation — `20717_ruth"
"CQ20725.md","20725","32901cd4-6a31-11f1-a7ad-f9e8a06a2fad","20725_emmaus_laser_cutter","20725_emmaus_laser_cutter","true","1","Paul owned a small private company, Emmaus Games, that made Bible-themed board games. To decide whether to buy a used industrial laser cutter from Paul, Ruth asked for an inspectio","Paul owned a small private company, Emmaus Games, that made Bible-themed board games. To decide whether to buy a used industrial laser cutter from Paul, Ruth asked for an inspectio"
"CQ20728.md","20728","32718c51-6a31-11f1-a7ad-f9e8a06a2fad","20728_star_stable_stall","20728_star_stable_stall","true","0","Lydia owns a privately run Christmas craft hall called **Star & Stable Market**. For the season, she leased Stall 7 to Timothy to sell handmade Nativity candles. After Peter mailed","Lydia owns a privately run Christmas craft hall called Star & Stable Market. For the season, she leased Stall 7 to Timothy to sell handmade Nativity candles. After Peter mailed a r"
"CQ20729.md","20729","3271caf7-6a31-11f1-a7ad-f9e8a06a2fad","20729_courtyard_stormwater","20729_courtyard_stormwater","true","0","Lydia leased an urban courtyard lot that she owned to Timothy for a seven-year term so Timothy could run evening Bible-verse calligraphy workshops there. In the third year of the t","Lydia leased an urban courtyard lot that she owned to Timothy for a seven-year term so Timothy could run evening Bible-verse calligraphy workshops there. In the third year of the t"
"CQ20730.md","20730","32906507-6a31-11f1-a7ad-f9e8a06a2fad","20730_shepherd_sling_fair","20730_shepherd_sling_fair","true","0","At a privately run Bible-story craft fair held in a rented community center, Mary brought her seven-year-old son Peter. When Lydia, a volunteer judge, gave the blue ribbon to anoth","At a privately run Bible-story craft fair held in a rented community center, Mary brought her seven-year-old son Peter. When Lydia, a volunteer judge, gave the blue ribbon to anoth"
"CQ20733.md","20733","3290aabb-6a31-11f1-a7ad-f9e8a06a2fad","20733_galilee_trails_death_notice","20733_galilee_trails_death_notice","true","0","Galilee Trails, a private company that runs paid Christian wilderness retreats, required each participant to list an emergency contact. During a dawn prayer hike, Lydia became sepa","Galilee Trails, a private company that runs paid Christian wilderness retreats, required each participant to list an emergency contact. During a dawn prayer hike, Lydia became sepa"
"CQ20735.md","20735","3290f136-6a31-11f1-a7ad-f9e8a06a2fad","20735_bethlehem_donkey_blower","20735_bethlehem_donkey_blower","true","0","Barnabas ran a private Christmas-nativity petting-zoo business on land next to Ruth’s small prayer-retreat cottages. To dry animal bedding overnight, Barnabas installed a compost-a","Barnabas ran a private Christmas-nativity petting-zoo business on land next to Ruth’s small prayer-retreat cottages. To dry animal bedding overnight, Barnabas installed a compost-a"
"CQ20737.md","20737","31a0824a-6a31-11f1-a7ad-f9e8a06a2fad","20737_jonahs_whale_lyre","20737_jonahs_whale_lyre","true","0","At a Bible-camp art fair, Lydia arrived on March 5 with $3,700 to collect a hand-carved olive-wood lyre shaped like Jonah’s whale. Two days earlier, Paul, who operated a booth sell","At a Bible-camp art fair, Lydia arrived on March 5 with $3,700 to collect a hand-carved olive-wood lyre shaped like Jonah’s whale. Two days earlier, Paul, who operated a booth sell"
"CQ20744.md","20744","32913a71-6a31-11f1-a7ad-f9e8a06a2fad","20744_bethlehem_loading_lane","20744_bethlehem_loading_lane","true","0","Source row used: BARMATRIX Q#20744, Torts, official key C, asking which foreseeability target controls the taxi driver’s negligence liability.

**Christian variation — final locked","Source row used: BARMATRIX Q#20744, Torts, official key C, asking which foreseeability target controls the taxi driver’s negligence liability. 

Christian variation — final locked "
"CQ20760.md","20760","323fe54d-6a31-11f1-a7ad-f9e8a06a2fad","20760_rubber_stamp_mail_fraud","20760_rubber_stamp_mail_fraud","true","0","At Daniel’s federal mail-fraud trial over forged Bible-study supply invoices, the prosecutor offers a rubber stamp marked 'PAID' that was found in a clearance bin at Lydia’s Christ","At Daniel’s federal mail-fraud trial over forged Bible-study supply invoices, the prosecutor offers a rubber stamp marked “PAID” that was found in a clearance bin at Lydia’s Christ"
"CQ20808.md","20808","31a1293e-6a31-11f1-a7ad-f9e8a06a2fad","20808_jericho_press","20808_jericho_press","true","0","Hannah owned a vintage hand-cranked letterpress called the “Jericho Press,” which Timothy liked to use to print private Bible-verse cards. Hannah transferred title to the press to ","Hannah owned a vintage hand-cranked letterpress called the “Jericho Press,” which Timothy liked to use to print private Bible-verse cards. Hannah transferred title to the press to "
"CQ20811.md","20811","314f1216-6a31-11f1-a7ad-f9e8a06a2fad","20811_illuminated_psalms_solvent","20811_illuminated_psalms_solvent","true","0","Lydia, a Maine resident, paid to attend Barnabas’s private “Illuminated Psalms” calligraphy workshop in New Mexico. During the workshop, Barnabas handed students a solvent that he ","Lydia, a Maine resident, paid to attend Barnabas’s private “Illuminated Psalms” calligraphy workshop in New Mexico. During the workshop, Barnabas handed students a solvent that he "
"CQ21711.md","21711","31500d28-6a31-11f1-a7ad-f9e8a06a2fad","21711_foam_whale_nativity_attachment","21711_foam_whale_nativity_attachment","true","0","At a privately rented Bible-story obstacle-course party in State A, Lydia and Daniel, both State A citizens, are helping set up a giant foam whale prop. Daniel negligently bumps th","At a privately rented Bible-story obstacle-course party in State A, Lydia and Daniel, both State A citizens, are helping set up a giant foam whale prop. Daniel negligently bumps th"
"CQ21752.md","21752","3293b2d2-6a31-11f1-a7ad-f9e8a06a2fad","21752_olive_oil_ramp","21752_olive_oil_ramp","true","1","Lydia operates a private, for-profit Bible-themed candle-dipping studio called Lampstand Studio. A statute requires businesses that invite the public into hands-on workshops to kee","Lydia operates a private, for-profit Bible-themed candle-dipping studio called Lampstand Studio. A statute requires businesses that invite the public into hands-on workshops to kee"
