"fileName","originalQid","numericGeneratorName","generatorStatus","generatedExternalId","quarantineReasons","liveMatchCount","liveExternalIds","liveQuestionIds","liveChoiceCounts"
"CQ20328.md","20328","True","PASS","20328_bethlehem_star_drop","","1","20328_bethlehem_star_drop","328d4c40-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20351.md","20351","True","PASS","20351_red_sea_mini_golf","","1","20351_red_sea_mini_golf","319d180f-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20353.md","20353","True","PASS","20353_baptism_tank_burst","","1","20353_baptism_tank_burst","314d1cf1-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20370.md","20370","True","PASS","20370_dove_mug_notice","","1","20370_dove_mug_notice","319d6607-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20387.md","20387","True","PASS","20387_psalms_chess_indictment","","1","20387_psalms_chess_indictment","3206d0ad-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20404.md","20404","True","PASS","20404_acts_axes_cash_loads","","1","20404_acts_axes_cash_loads","323ebd1c-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20423.md","20423","True","PASS","20423_galilee_props_bias","","1","20423_galilee_props_bias","323eeddc-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20439.md","20439","True","PASS","20439_floating_star_driveway","","1","20439_floating_star_driveway","328d9604-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20461.md","20461","True","PASS","20461_lydia_beeswax_requirements","","1","20461_lydia_beeswax_requirements","319e0585-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20470.md","20470","True","QUARANTINE","","B1 YAML missing barmatrix_row","0","","",""
"CQ20476.md","20476","True","PASS","20476_road_to_bethlehem_sash","","1","20476_road_to_bethlehem_sash","3207dd3a-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20493.md","20493","True","PASS","20493_fish_mark_picnic_lot","","1","20493_fish_mark_picnic_lot","32708c36-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20496.md","20496","True","PASS","20496_loaves_prop_cart","","1","20496_loaves_prop_cart","328de1ba-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20516.md","20516","True","PASS","20516_manna_games_duress","","1","20516_manna_games_duress","3208a914-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20523.md","20523","True","PASS","20523_easter_stage_guaranty","","1","20523_easter_stage_guaranty","319ea344-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20542.md","20542","True","PASS","20542_praise_festival_cashbox","","1","20542_praise_festival_cashbox","3208f144-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20546.md","20546","True","PASS","20546_jericho_wall_studio","","1","20546_jericho_wall_studio","328e2c55-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20556.md","20556","True","PASS","20556_mustard_seed_puppet_caravan","","1","20556_mustard_seed_puppet_caravan","319f43a5-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20565.md","20565","True","PASS","20565_purple_gear_hymnbook_tote","","1","20565_purple_gear_hymnbook_tote","323f80fc-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20567.md","20567","True","PASS","20567_psalm_panels_venue","","1","20567_psalm_panels_venue","314dc5f2-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20569.md","20569","True","PASS","20569_ark_float","","1","20569_ark_float","319f923c-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20575.md","20575","True","QUARANTINE","","missing B1 question YAML block","1","20575_miriam-sedan","320934a2-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20586.md","20586","True","PASS","20586_psalms_hormone_use","","1","20586_psalms_hormone_use","316a97d0-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20594.md","20594","True","PASS","20594_daniels_whale_float","","1","20594_daniels_whale_float","328e7419-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20595.md","20595","True","QUARANTINE","","missing or implausibly short stem","0","","",""
"CQ20597.md","20597","True","PASS","20597_olivewood_nativity_craft_swap","","1","20597_olivewood_nativity_craft_swap","3209b84f-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20598.md","20598","True","PASS","20598_write_it_on_your_heart","","1","20598_write_it_on_your_heart","328ebe01-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20599.md","20599","True","PASS","20599_advent_handbell_integration","","1","20599_advent_handbell_integration","319fe3ca-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20602.md","20602","True","PASS","20602_davids_harp_projector","","1","20602_davids_harp_projector","323fb1ed-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20603.md","20603","True","PASS","20603_road_to_emmaus_escape_room","","1","20603_road_to_emmaus_escape_room","328f0730-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20605.md","20605","True","PASS","20605_scripture_quiz_whisper","","1","20605_scripture_quiz_whisper","328f5271-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20606.md","20606","True","PASS","20606_lydia_festival_venue","","1","20606_lydia_festival_venue","314e1965-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20627.md","20627","True","PASS","20627_ruth_hymn_poster_contract","","1","20627_ruth_hymn_poster_contract","314e6ba9-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20636.md","20636","True","PASS","15010","","0","","",""
"CQ20638.md","20638","True","PASS","20638_advent_rescue_beacons","","1","20638_advent_rescue_beacons","316b20eb-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20649.md","20649","True","PASS","20649_christmas_pageant_platform","","1","20649_christmas_pageant_platform","328f9d30-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20654.md","20654","True","PASS","20654_nativity_ornaments_volition","","1","20654_nativity_ornaments_volition","320a4624-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20690.md","20690","True","PASS","20690_bethlehem_star_drone","","1","20690_bethlehem_star_drone","314ebf1c-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20708.md","20708","True","QUARANTINE","","missing or implausibly short stem","0","","",""
"CQ20714.md","20714","True","PASS","20714_prayer_robotics_kits","","1","20714_prayer_robotics_kits","316b5a33-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20717.md","20717","True","PASS","20717_ruths_hymn_recording_procedure","","1","20717_ruths_hymn_recording_procedure","328fd5ec-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20725.md","20725","True","PASS","20725_emmaus_laser_cutter","","1","20725_emmaus_laser_cutter","32901cd4-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20727.md","20727","True","PASS","20727_easter_garden_blast_hose","","0","","",""
"CQ20728.md","20728","True","PASS","20728_star_stable_stall","","1","20728_star_stable_stall","32718c51-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20729.md","20729","True","PASS","20729_courtyard_stormwater","","1","20729_courtyard_stormwater","3271caf7-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20730.md","20730","True","PASS","20730_shepherd_sling_fair","","1","20730_shepherd_sling_fair","32906507-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20733.md","20733","True","PASS","20733_galilee_trails_death_notice","","1","20733_galilee_trails_death_notice","3290aabb-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20735.md","20735","True","PASS","20735_bethlehem_donkey_blower","","1","20735_bethlehem_donkey_blower","3290f136-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20737.md","20737","True","PASS","20737_jonahs_whale_lyre","","1","20737_jonahs_whale_lyre","31a0824a-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20744.md","20744","True","PASS","20744_bethlehem_loading_lane","","1","20744_bethlehem_loading_lane","32913a71-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20760.md","20760","True","PASS","20760_rubber_stamp_mail_fraud","","1","20760_rubber_stamp_mail_fraud","323fe54d-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20805.md","20805","True","PASS","20805_psalm_lanterns_confirmation","","0","","",""
"CQ20808.md","20808","True","PASS","20808_jericho_press","","1","20808_jericho_press","31a1293e-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20811.md","20811","True","PASS","20811_illuminated_psalms_solvent","","1","20811_illuminated_psalms_solvent","314f1216-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ20903.md","20903","True","QUARANTINE","","missing/unparseable B3 c3_annotation JSON block","0","","",""
"CQ21105.md","21105","True","QUARANTINE","","missing call","0","","",""
"CQ21131.md","21131","True","QUARANTINE","","choice A: missing why_attractive (B4); choice A: missing distractor explanation (B3); missing residual_answer.explanation for correct choice; choice C: missing why_attractive (B4); choice C: missing distractor explanation (B3); choice D: missing why_attractive (B4); choice D: missing distractor explanation (B3)","1","21131","321095dd-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21244.md","21244","True","QUARANTINE","","choice A: missing distractor explanation (B3); choice B: missing distractor explanation (B3); choice D: missing distractor explanation (B3)","1","21244","32124c73-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21410.md","21410","True","QUARANTINE","","missing residual_answer.explanation for correct choice; choice B: missing distractor explanation (B3); choice C: missing distractor explanation (B3); choice D: missing distractor explanation (B3)","0","","",""
"CQ21449.md","21449","True","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","","",""
"CQ21599.md","21599","True","QUARANTINE","","B1 YAML missing barmatrix_row","0","","",""
"CQ21650.md","21650","True","QUARANTINE","","B1 YAML failed to parse: Source contains multiple documents; please use YAML.parseAllDocuments() at line 15, column 1:","0","","",""
"CQ21707.md","21707","True","QUARANTINE","","missing or implausibly short stem","1","21707","3217585b-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21711.md","21711","True","PASS","21711_foam_whale_nativity_attachment","","1","21711_foam_whale_nativity_attachment","31500d28-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21752.md","21752","True","PASS","21752_olive_oil_ramp","","1","21752_olive_oil_ramp","3293b2d2-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21770.md","21770","True","QUARANTINE","","missing B1 question YAML block","1","21770_abigail-stool","3217a330-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21845.md","21845","True","QUARANTINE","","missing or implausibly short stem","0","","",""
"CQ21848.md","21848","True","PASS","21848_manna_house_family_integrity","","1","21848_manna_house_family_integrity","316dab2f-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21867.md","21867","True","PASS","21867_psalm_puzzle_booth","","1","21867_psalm_puzzle_booth","32188c34-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21869.md","21869","True","PASS","21869_tiny_house_hymn_sheet","","1","21869_tiny_house_hymn_sheet","3218db87-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21872.md","21872","True","PASS","21872_scripturequest_price_gate","","1","21872_scripturequest_price_gate","316dfe7e-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ21879.md","21879","True","PASS","21879_noahs_ark_puppet_set","","1","21879_noahs_ark_puppet_set","31a3cc15-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ22139.md","22139","True","QUARANTINE","","missing or implausibly short stem","0","","",""
"CQ22161.md","22161","True","QUARANTINE","","missing/unparseable B3 c3_annotation JSON block; missing/unparseable B4 program_elements JSON block; missing/unparseable B5 program_intelligence JSON block","0","","",""
"CQ22266.md","22266","True","QUARANTINE","","missing or implausibly short stem; missing call; missing choice A; missing choice B; missing choice C; missing choice D","0","","",""
"CQ22408.md","22408","True","QUARANTINE","","missing residual_answer.explanation for correct choice; choice B: missing why_attractive (B4); choice B: missing distractor explanation (B3); choice C: missing why_attractive (B4); choice C: missing distractor explanation (B3); choice D: missing why_attractive (B4); choice D: missing distractor explanation (B3)","1","22408","321f30cc-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ22409.md","22409","True","QUARANTINE","","missing residual_answer.explanation for correct choice","1","22409","321f67b4-6a31-11f1-a7ad-f9e8a06a2fad","4"
"CQ22410.md","22410","True","PASS","22410","","0","","",""
"CQ22729.md","22729","True","QUARANTINE","","missing or implausibly short stem","0","","",""
